rec_number	first_author	year	pmid	title	abstract
2399	Eisenberg, R M	1976		Two-dimensional microdistribution of cellular slime molds in forest soil.	
397	Erdos, G W	1976	988015	Effects of light and temperature on macrocyst formation in paired mating types of Dictyostelium discoideum.	
4095	Farnsworth, P	1976		Quantitation of the spatial distribution of prespore vacuoles in pseudoplasmodia.	
413	Farnsworth, P A	1976	181524	"Quantitation of the spatial distribution of ""prespore vacuoles"" in pseudoplasmodia of Dictyostelium discoideum."	
424	Ferguson, R	1976	986969	The absence of a growth inhibitor during the log phase of growth of Dictyostelium discoideum.	
2681	Firtel, R A	1976	781265	Structural organization of the genome of Dictyostelium discoideum: Analysis by EcoR1 restriction endonuclease.	
2680	Firtel, R A	1976	942701	Structural organization and processing of the genetic transcript in the cellular slime mold Dictyostelium discoideum.	
465	Francis, D	1976	185111	Changes in protein synthesis during alternate pathways of differentiation in the cellular slime mold Polysphondylum pallidum.	
2659	Frazier, W A	1976		The role of cell surface components in the morphogenesis of the cellular slime mold. (review)	
2671	Free, S J	1976	944664	alpha-Mannosidase-2: a developmentally regulated enzyme in Dictyostelium discoideum.	
481	Free, S J	1976	1033886	The structural gene for alpha-mannosidase-1 in Dictyostelium discoideum.	
6990	Freeze, H H	1976		Isolation and characterization of structural components of Dictyostelium discoideum.	
498	Fukui, Y	1976		Enzymatic dissociation of nascent macrocysts and partition of the liberated cytophagic giant cells in Dictyostelium mucoroides.	
2747	Geltosky, J E	1976	986253	Glycoproteins of the plasma membrane of Dictyostelium discoideum during development.	
541	Gerisch, G	1976		Receptors mediating cell aggregation in Dictyostelium discoideum.	
542	Gerisch, G	1976	177215	Extracellular cyclic-AMP phosphodiesterase regulation in agar plate cultures of Dictyostelium discoideum.	
4391	Gerisch, G	1976		Cyclic-AMP oscillation and signal transmission in aggregating Dictyostelium discoideum cells.	Life sciences research report 1 (Dahlem konferenzen).
554	Gerisch, G	1976	187711	Cell aggregation and sexual differentiation in pairs of aggregation-deficient mutants of Dictyostelium discoideum.	
556	Gerisch, G	1976	188317	Cyclic AMP receptors and the control of cell aggregation in Dictyostelium.	
6991	Gillette, M L U	1976		The role of the cell surface in aggregation of the cellular slime molds Dictyostelium discoideum and D. mucoroides: morphological and biochemical studies using concanavalin A.	
3481	Gillies, N E	1976		"The radiation sensitivity of ""Dictyostelium discoideum""."	
577	Gingle, A R	1976	175073	Critical density for relaying in Dictyostelim discoideum and its relation to phosphodiesterase secretion into the extracellular medium.	
578	Gingle, A R	1976	175075	The development of the relaying competence in Dictyostelium discoideum.	
8067	Goldbeter, A	1976		Oscillatory enzymes	
633	Gross, J D	1976	1035221	Signal emission and signal propagation during early aggregation in Dictyostelium discoideum.	
2644	Guespin-Michel, J F	1976	943297	Kinetics of 5-bromodeoxyuridine action on Dictyostelium discoideum growth and development.	
2571	Guialis, A	1976	988598	Inhibition of UV-induced DNA strand breakage in Dictyostelium discoideum by 2,4-dinitrophenol.	
2572	Guialis, A	1976	945263	Repair of DNA in ultraviolet light-sensitive and -resistant Dictyostelium discoideum strains.	
662	Hagiwara, H	1976		Distribution of the Dictyosteliaceae (cellular slime molds) in Mt. Ishizuchi, Shikoku.	Article in Japanese. English abstract.
663	Hagiwara, H	1976		Cellular slime molds from Mount Margherita (Mts. Ruwenzori), East Africa.	
2852	Hames, B D	1976	942099	An improved radiochemical assay for uridine diphosphoglucose pyrophosphorylase.	
2847	Harris, J F	1976		Cell-specific activation of glycogen synthetase and glycogen phosphorylase during development of Dictyostelium discoideum.	
3180	Harris, J F	1976	819425	Localization of glycogen synthetase during differentiation of presumptive cell types in Dictyostelium discoideum.	
3181	Harris, J F	1976	821517	Primer dependency of glycogen synthetase during differentiation of Dictyostelium discoideum.	
687	Hashimoto, Y	1976	9416	Spore germination promoter of Dictyostelium discoideum excreted by Aerobacter aerogenes.	
691	Hayashi, M	1976	945203	Quantitative analysis on cell differentiation during morphogenesis of the cellular slime mold Dictyostelium discoideum.	
3012	Hoffman, S	1976		Plasma membrane polypeptides of D. discoideum.	abstract no. 735
713	Hohl, H R	1976		Myxomycetes. Ch. 11	
782	Jefferson, B L	1976		Trehalose, trehalose-6-P synthetase, and trehalase in the two cell types during development of Dictyostelium discoideum.	Biol. Bull.
777	Jefferson, B L	1976	1033040	Cell specific activity of trehalose-6-phosphate synthetase during differentiation of Dictyostelium discoideum.	
778	Jefferson, B L	1976	1033075	A stalk-specific localization of trehalase activity in Dictyostelium discoideum.	
781	Jones, M E	1976	988034	Aggregation in Polysphondylium.	
1606	Jones, M E	1976	988035	Cyclic adenosine monophosphate and the development of Polysphondylium.	
809	Kawai, S	1976		Concanavalin A-induced agglutination and binding of Con A to the differentiating cells of Dictyostelium discoideum.	
2915	Killick, K	1976		Polyribonucleotide phosphorylase and trehalose-6-phosphate synthetase from myxamoebae of the cellular slime mold, Dictyostelium discoideum.	abstract no. 47
2916	Kilpatrick, D C	1976	14854	Metal ion-dependence of alpha-mannosidase-1 from Dictyostelium discoideum.	
2917	Kilpatrick, D C	1976	10894	Properties and developmental regulation of an alpha-D-galactosidase from Dictyostelium discoideum.	
870	Klein, C	1976	177982	A differentiation stimulating factor induces cell sensitivity to 3,5'-cyclic AMP pulses in Dictyostelium discoideum.	
874	Klein, C P	1976	183985	Adenylate cyclase activity in Dictyostelium discoideum amoebae and its changes during differentiation.	
879	Kobilinsky, L	1976	176073	The induction of filopodia in the cellular slime mold Dictyostelium discoideum by cyclic adenosine monophosphate: mechanism of aggregation.	
7438	Kopachik, W J	1976		Cyclic AMP regulated cell division in Dictyostelium discoideum	
3519	Kyriazi, H T	1976		An ultrastructural study of differentiation in Dictyostelium discoideum, with special emphasis on cellulose stalk synthesis.	abstract no. 12
3053	Lewis, K E	1976	987838	Sexual hormone in the cellular slime mould Dictyostelium purpureum.	
3525	Linkins, A E	1976		Cellulase in spores of Dictyostelium discoideum.	abstract no. 470
7436	Lodish, H	1976		Abstracts of papers presented at the meeting on Dictyostelium: May 12-May 15, 1976	
3017	Lodish, H F	1976	798345	Synthesis and translation of messenger RNA during differentiation of cellular slime mold Dictyostelium discoideum.	
2963	Lonski, J	1976	985771	The effect of ammonia on fruiting body size and microcyst formation in the cellular slime molds.	
3170	Loomis, L W	1976	944053	DNA polymerase of Dictyostelium discoideum.	
971	Loomis, W F	1976	988019	Kinetic analysis of biochemical differentiation in Dictyostelium discoideum.	
976	Loomis, W F	1976	1033094	A sequence of dependent stages in the development of Dictyostelium discoideum.	
4475	MacInnes, M A	1976		Genetic and physiological studies on tiny aggregation (tag) mutants of Dictyostelium mucoroides (dm-7).	
3018	Maizels, N	1976	1033038	Dictyostelium 17S, 25S, and 5S rDNAs lie within a 38,000 base pair repeated unit.	
1014	Malchow, D	1976		Cyclic AMP receptors at the suface of aggregating Dictyostelium discoideum cells.	
4478	Marin, F	1976		The role of amino acid starvation and cell contact in the regulation of early development in Dictyostelium discoideum.	
1025	Marin, F T	1976	942703	Regulation of development in Dictyostelium discoideum: I. Initiation of the growth to developmental transition by amino acid starvation.	
1041	Mato, J M	1976	944635	The activation of cell aggregation by phosphorylation in Dictyostelium discoideum.	
4484	McMahon, D	1976		Transduction of positional information during development.	
3139	Mitchison, J M	1976		Other types of cellular periodic systems (group report).	Life sciences research report 1 (Dahlem konferenzen).
3536	Miyake, Y	1976		Parasexual hybridization in cellular slime mold Part 2. The appearance and characterization of interspecific hybrids between Dictyostelium discoideum and Dictyostelium mucoroides.	
1087	Mockrin, S C	1976	133352	Calcium control of actin-activated myosin adenosine triphosphatase from Dictyostelium discoideum.	
3531	Mockrin, S C	1976		Regulation of the interaction of actin and myosin from Dictyostelium discoideum.	
1088	Moens, P B	1976	942722	Spindle and kinetochore morphology of Dictyostelium discoideum.	
1090	Molday, R	1976	988030	Concanavalin A and wheat germ agglutinin receptors on Dictyostelium discoideum.	
4100	Muroyama, T	1976		The chromosome of the cellular slime mold.	
1114	Nanjundiah, V	1976	944837	Signal relay by single cells during wave propagation in a cellular slime mold.	
1118	Nanjundiah, V	1976	944381	Effect of temperature on morphogenetic oscilllations in Dictyostelium discoideum.	
1119	Nanjundiah, V	1976	185228	A theoretical study of the effects of cyclic AMP phosphodiesterases during aggregation in Dictyostelium.	
4491	Nanjundiah, V	1976		pH oscillations and cyclic AMP induced pH changes in aggregating slime mold cells.	
1913	North, MJ	1976	1086340	Inhibition of the development of the cellular slime mould Dictyostelium discoideum by omega-aminocarboxylic acids.	
1914	North, M J	1976	1086341	The effect of epsilon-amino caproic acid on biochemical changes in development of cellular slime mould Dictyostelium discoideum.	
1165	Novak, B	1976	1271824	Phase-shift model for the aggregation of amoebae: a computer study.	
3052	O'Day, D	1976	1378	Acid protease activity during germination of microcysts of the cellular slime mold Polysphondylium pallidum.	
4505	O'Day, D	1976	942922	Microcyst germination in the cellular slime mold, Polysphondylium pallidum. Effects of actinomycin d and cycloheximide on macromolecular synthesis and enzyme accumulation.	
1196	Okamoto, K	1976	186052	Changes in activities of two developmentally regulated enzymes induced by disaggregation of the pseudoplasmodia of Dictyostelium discoideum.	
1219	Oohata, A	1976		Changes in beta-galactosidase activity during differentiation and dedifferentiation in Dictyostelium discoideum.	J. Plant Res. after 1993
1607	Oohata, A	1976		Multiple forms of beta-galactosidase and the changes in its pattern during development of Dictyostelium discoideum.	
1443	Parish, R W	1976	1032995	A labile acid phosphatase isozyme associated with the surface of vegetative Dictyostelium discoideum cells.	
1252	Parish, R W	1976		The isolation of plasma membranes from the cellular slime mold Dictyostelium discoideum using concanavalin A and triton X-100.	
6992	Pate, E F	1976		A new model of oscillatory chemical signaling in cellular slime mold aggregation.	
1291	Rahmsdorf, H J	1976	184465	Effect of sugars on early biochemical events in development of Dictyostelium discoideum.	
3097	Raman, R K	1976	986517	The autonomous cell in Dictyostelium discoideum.	\ letter to the editor
3099	Raman, R K	1976	944706	Analysis of the chemotactic response during aggregation in Dictyostelium minutum.	
3096	Raman, R K	1976	987045	Differentiation for aggregation in the cellular slime moulds. The emergence of autonomously signalling cells in Dictyostelium discoideum.	
3112	Rifkin, J L	1976	944962	Filamentous extensions of vegetative amoebae of the cellular slime mold Dictyostelium.	
1505	Roos, W	1976	185088	Receptor-mediated adenylate cyclase activation in Dictyostelium discoideum.	
3567	Rosen, R	1976		A preliminary checklist of Arkansas Acrasieae.	
4538	Rosen, S	1976		Isolation of receptor for pallidin, a cell surface lectin from the cellular slime mold Polysphondylium pallidum.	
3124	Rosen, S D	1976	987547	Inhibition of intercellular adhesion in a cellular slime mould by univalent antibody against a cell-surface lectin.	
3171	Rossomando, E F	1976	944552	Effect of amphotericin B on growth and membrane permeability in Dictyostelium discoideum.	
1382	Rossomando, E F	1976	988025	Time-dependent changes in Dictyostelium discoideum adenylate cyclase activity upon incubation with ATP.	
1368	Rossomando, E F	1976	181259	Inhibition of 5'-nucleotidase activity after growth of Dictyostelium discoideum.	
1321	Rubin, J	1976	187710	The signal from fruiting and conus tips of Dictyostelium discoideum.	
1329	Rutherford, C L	1976	1034485	Glycogen degradation during migration of presumptive cell types in Dictyostelium discoideum.	
3183	Rutherford, C L	1976	939942	Cell specific events occurring during development.	
3182	Rutherford, C L	1976	986551	Localization of glycogen phosphorylase in specific cell types during differentiation of Dictyostelium discoideum.	
